record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,confidence,evidence_level,is_correct,is_mutant,trap_detected,needs_human_review,review_reason,reasoning
REC_0354,07,P14779,CYP102A1 (P450 BM3),4-METHYLANILINE,7Y0R,unknown,SUBSTRATE,MEDIUM,C,True,False,mechanism_based_inhibitor,True,Aromatic amine can act as both substrate (N-oxidation) and inhibitor (Fe-N coordination). Classification depends on specific BM3 variant. Needs review.,4-Methylaniline contains aniline group that can coordinate to iron OR undergo oxidation. Dual behavior possible. Requires verification of specific activity.
REC_0355,07,P14779,CYP102A1 (P450 BM3),"5-nitro-1,2-benzoxazole",7Y9J,inhibitor,SUBSTRATE,HIGH,B,True,False,none,False,,Original class was 'inhibitor' but notes indicate 'Nitrobenzoxazole' with DROP fix suggesting reclassification. Nitro compounds can be reduced by P450s. HIGH confidence maintained.
REC_0356,07,P14779,CYP102A1 (P450 BM3),5-nitro-2-oxidanyl-benzenecarbonitrile,7Y9L,product,INHIBITOR,HIGH,A,True,False,substrate_product_confusion,False,,Original class 'product' changed to INHIBITOR. Nitro-hydroxyl compound likely acts as inhibitor rather than product. Codex analysis supersedes product designation.
REC_0357,07,P14779,CYP102A1 (P450 BM3),TOLUENE,7YD9,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Toluene is documented substrate for engineered BM3 variants. Methyl hydroxylation occurs.
REC_0358,07,P14779,CYP102A1 (P450 BM3),HYDROXYAMINE,7YDB,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Hydroxylamine is known P450 inhibitor via Fe-N coordination. Also can act as oxidant but primarily inhibitory.
REC_0359,07,P14779,CYP102A1 (P450 BM3),(2~{S})-2-(5-imidazol-1-ylpentanoylamino)-3-phenyl-propanoic acid,7YDB,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,Imidazolyl substrate. Notes say 'Imidazolyl substrate' suggesting oxidation occurs despite imidazole group.
REC_0360,07,P14779,CYP102A1 (P450 BM3),PHENYLETHANE,7YDB,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Ethylbenzene is known substrate for BM3 variants. Aromatic hydroxylation or alkyl oxidation.
REC_0361,07,P14779,CYP102A1 (P450 BM3),propylbenzene,7YDD,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Propylbenzene similar to other alkylbenzenes processed by BM3 variants.
REC_0362,07,P14779,CYP102A1 (P450 BM3),(2S)-2-(6-imidazol-1-ylhexanoylamino)-3-phenyl-propanoic acid,7YDL,unknown,INHIBITOR,HIGH,A,True,False,none,False,,"Notes explicitly state 'Imidazolyl inhibitor, Fe-N=2.39A'. Imidazole coordinates to iron. Clear Type-II inhibitor."
REC_0363,07,P14779,CYP102A1 (P450 BM3),"2,3-dihydro-1H-indene",7YFT,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,"Indane (2,3-dihydroindene) is aromatic hydrocarbon suitable for BM3 oxidation."
REC_0364,07,P14779,CYP102A1 (P450 BM3),"2-[BIS-(2-HYDROXY-ETHYL)-AMINO]-2-HYDROXYMETHYL-PROPANE-1,3-DIOL",8DSG,product,EXCLUDE,HIGH,A,True,False,none,False,,BTB (Bis-Tris buffer) is crystallization buffer component. Original 'product' designation incorrect. Should be excluded.
REC_0365,07,P14779,CYP102A1 (P450 BM3),4-(pyridin-4-ylamino)butanoic acid,8JC3,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,Pyridinyl butanoic acid. Notes indicate DROP fix suggesting substrate classification. Pyridine can coordinate but carboxylic acid tail suggests substrate behavior.
REC_0366,07,P14779,CYP102A1 (P450 BM3),PHENYLALANINE,8JC3,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Phenylalanine is amino acid, likely crystallization additive or in crystallization medium. Not a typical BM3 substrate. Correctly excluded."
REC_0367,07,P14779,CYP102A1 (P450 BM3),1-pyridin-4-ylpiperidine-4-carboxylic acid,8JC4,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,Pyridinyl piperidine carboxylic acid. Notes indicate DROP fix. Structure suggests substrate with carboxylic acid group.
REC_0368,07,P14779,CYP102A1 (P450 BM3),OXYGEN MOLECULE,8YB2,unknown,EXCLUDE,HIGH,A,True,False,none,False,,"Molecular oxygen is cofactor/reactant in P450 catalytic cycle, not a substrate. Should be excluded."
REC_0369,07,P14779,CYP102A1 (P450 BM3),N-[(3S)-2-oxotetrahydrofuran-3-yl]decanamide,9ISU,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,N-acyl tetrahydrofuran derivative with C10 chain. Fits BM3 substrate profile for medium-chain fatty acid derivatives.
REC_0370,07,P15128,P450_P15128,N-(4-butyl-2-methylphenyl)-N'-hydroxyimidoformamide,6C94,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,N-hydroxyimidoyl compound with Fe-N=2.01A. Type-II inhibitor with direct heme coordination. Notes confirm inhibitor.
REC_0371,07,P15538,CYP11B1 (cortisol synthesis),"4-[(5S)-5,6,7,8-tetrahydroimidazo[1,5-a]pyridin-5-yl]benzonitrile",6M7X,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Fadrozole analog with Fe-N=2.37-2.42A. Notes confirm Type-II inhibitor coordinating to heme iron via imidazole nitrogen.
REC_0372,07,P15538,CYP11B1 (cortisol synthesis),CHOLIC ACID,7E7F,unknown,EXCLUDE,HIGH,A,True,False,none,False,,Cholic acid is bile acid used as crystallization additive. Notes confirm 'bile acid additive'. Should be excluded.
REC_0373,07,P15538,CYP11B1 (cortisol synthesis),METYRAPONE,7E7F,unknown,INHIBITOR,HIGH,A,True,False,none,False,,Metyrapone is classic P450 inhibitor with Fe-N=2.09A. Pyridine nitrogen coordinates to heme iron. Well-documented inhibitor.
REC_0374,07,P18326,CYP105A1 (vitamin D hydroxylase),"5-{2-[1-(5-HYDROXY-1,5-DIMETHYL-HEXYL)-7A-METHYL-OCTAHYDRO-INDEN-4-YLIDENE]-ETHYLIDENE}-4-METHYLENE-CYCLOHEXANE-1,3-DIOL",3CV9,product,PRODUCT,HIGH,A,True,False,none,False,,"1,25-dihydroxy vitamin D3 is the hydroxylated product of vitamin D hydroxylase. Notes confirm product designation. Correctly classified."
REC_0375,07,P18326,CYP105A1 (vitamin D hydroxylase),"(1R,3S,5Z)-5-[(2E)-2-[(1R,3aS,7aR)-1-[(E,2R,5S)-5,6-dimethyl-6-oxidanyl-hept-3-en-2-yl]-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexane-1,3-diol",5X7E,unknown,PRODUCT,HIGH,A,True,False,none,False,,"1,25-dihydroxyvitamin D2 is hydroxylated product. Notes confirm product designation. CYP105A1 hydroxylates vitamin D analogs."
REC_0376,07,P18326,CYP105A1 (vitamin D hydroxylase),"2-[2,6-DICHLOROPHENYL)AMINO]BENZENEACETIC ACID",9JHW,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Diclofenac is NSAID metabolized by P450s. Notes confirm substrate. CYP105A1 shows promiscuous activity with various substrates.
REC_0377,07,P18326,CYP105A1 (vitamin D hydroxylase),2-[[3-(TRIFLUOROMETHYL)PHENYL]AMINO] BENZOIC ACID,9JI1,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Flufenamic acid is another NSAID. Notes confirm substrate. CYP105A1 processes various aromatic acids.
REC_0378,07,P18326,CYP105A1 (vitamin D hydroxylase),"(3R,5R)-3,5-dihydroxy-7-[(1S,2S,8S,8aR)-2-methyl-8-{[(2S)-2-methylbutanoyl]oxy}-1,2,6,7,8,8a-hexahydronaphthalen-1-yl]heptanoic acid",9JKW,product,SUBSTRATE,MEDIUM,C,True,False,substrate_product_confusion,False,,Mevastatin acid. Original class 'product' changed to SUBSTRATE. Notes confirm substrate. The compound is likely processed rather than being product of endogenous reaction.
REC_0379,07,P18326,CYP105A1 (vitamin D hydroxylase),Simvastatin acid,9JKZ,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,Simvastatin acid is statin metabolized by P450s. Notes confirm substrate. CYP105A1 shows activity with statins.
REC_0380,07,P18326,CYP105A1 (vitamin D hydroxylase),"CIS-1-ACETYL-4-(4-((2-(2,4-DICHLOROPHENYL)-2-(1H-IMIDAZOL-1-YLMETHYL)-1,3-DIOXOLAN-4-YL)METHOXY)PHENYL)PIPERAZINE",9KW2,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Ketoconazole is classic azole antifungal P450 inhibitor. Fe-N=2.09A confirms heme coordination. Notes confirm inhibitor.
REC_0381,07,P18326,CYP105A1 (vitamin D hydroxylase),"(2~{E})-2-[(4~{R})-4-(2-chlorophenyl)-1,3-dithiolan-2-ylidene]-2-imidazol-1-yl-ethanenitrile",9KW3,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Lanoconazole is azole antifungal with Fe-N=2.09A. Notes confirm Type-II inhibitor via imidazole-heme coordination.
REC_0382,07,P18326,CYP105A1 (vitamin D hydroxylase),"1-[(2S)-2-(2,4-dichlorophenyl)-2-[(2,4-dichlorophenyl)methoxy]ethyl]imidazole",9KW4,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Miconazole is azole antifungal inhibitor. Fe-N=2.10A confirms heme coordination. Notes confirm inhibitor.
REC_0383,07,P20813,CYP2B6,4-(4-CHLOROPHENYL)IMIDAZOLE,3IBD,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Notes confirm Type-II Fe-N=2.37A. Imidazole coordinates to heme. Classic Type-II inhibitor.
REC_0384,07,P20813,CYP2B6,4-benzylpyridine,3QOA,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Notes confirm Type-II Fe-N=2.36A. Pyridine coordinates to heme iron. Classic inhibitor.
REC_0385,07,P20813,CYP2B6,4-(4-nitrobenzyl)pyridine,3QU8,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Notes confirm Type-II Fe-N=2.25-2.37A. Pyridine-heme coordination. Verified inhibitor.
REC_0386,07,P20813,CYP2B6,Amlodipine,3UA5,unknown,SUBSTRATE,MEDIUM,C,True,False,none,False,,"Amlodipine is metabolized by CYP3A4 primarily, but CYP2B6 can also process it. Notes say 'also inhibits' suggesting dual behavior. Classification as SUBSTRATE reasonable."
REC_0387,07,P20813,CYP2B6,beta-D-fructofuranose,4I91,unknown,EXCLUDE,HIGH,A,True,False,none,False,,Notes confirm 'Crystallization additive'. Fructose is not a CYP2B6 substrate. Correctly excluded.
REC_0388,07,P20813,CYP2B6,(+)-alpha-Pinene,4I91,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,α-Pinene is monoterpene substrate for P450s. Notes confirm substrate. CYP2B6 processes terpenes.
REC_0389,07,P20813,CYP2B6,Sabinene,4RQL,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Sabinene is monoterpene. Notes confirm substrate. CYP2B6 metabolizes monoterpenes.
REC_0390,07,P20813,CYP2B6,(+)-3-carene,4RRT,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,(+)-3-carene is monoterpene. Notes confirm substrate. CYP2B6 processes terpene compounds.
REC_0391,07,P20813,CYP2B6,"(1R,2R,4R)-2-bromo-1,7,7-trimethylbicyclo[2.2.1]heptane",5UAP,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Bornyl bromide is brominated terpene. Notes confirm substrate. CYP2B6 processes halogenated terpenes.
REC_0392,07,P20813,CYP2B6,CAMPHANE,5UDA,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Camphane (bornane) is bicyclic terpene. Notes confirm substrate. CYP2B6 processes terpene skeletons.
REC_0393,07,P20813,CYP2B6,"(1S,5R)-2-(bromomethyl)-6,6-dimethylbicyclo[3.1.1]hept-2-ene",5UFG,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Myrtenyl bromide is brominated monoterpene. Notes confirm substrate. CYP2B6 processes terpene derivatives.
REC_0394,07,P20813,CYP2B6,5-CYCLOHEXYL-1-PENTYL-BETA-D-MALTOSIDE,5UFG,unknown,EXCLUDE,HIGH,A,True,False,none,False,,Notes confirm 'Detergent (Cymal-5)'. Not a substrate. Correctly excluded.
REC_0395,07,P20813,CYP2B6,"(2R,4S)-6-chloro-4-(cyclopropylethynyl)-2-methyl-4-(trifluoromethyl)-1,4-dihydro-2H-3,1-benzoxazine",5WBG,unknown,SUBSTRATE,HIGH,B,True,False,none,False,,Efavirenz analog. Notes confirm substrate. CYP2B6 is major metabolizer of efavirenz and analogs.
REC_0396,07,P20813,CYP2B6,5-cyclohexylpentan-1-ol,5WBG,product,EXCLUDE,HIGH,A,True,False,none,False,,Notes confirm 'Detergent artifact'. Original 'product' classification incorrect. Should be excluded.
REC_0397,07,P20815,"CYP3A5 (NOTE: UniProt P20815 maps to CYP2A13, but PDBs are CYP3A5)",RITONAVIR,5VEU,inhibitor,INHIBITOR,HIGH,A,True,False,none,False,,Ritonavir is classic CYP3A inhibitor. Fe-N=2.20A confirms heme coordination. Notes confirm inhibitor.
REC_0398,07,P20815,"CYP3A5 (NOTE: UniProt P20815 maps to CYP2A13, but PDBs are CYP3A5)",Clobetasol propionate,7LAD,unknown,INHIBITOR,HIGH,B,True,False,none,False,,Clobetasol propionate is corticosteroid. Notes confirm inhibitor. CYP3A5 processes steroids and this acts as inhibitor.
REC_0399,07,P20815,"CYP3A5 (NOTE: UniProt P20815 maps to CYP2A13, but PDBs are CYP3A5)","(3aS,4R,5S,6R,8R,9R,9aR,10R)-6-ethyl-5-hydroxy-4,6,9,10-tetramethyl-1-oxodecahydro-3a,9-propanocyclopenta[8]annulen-8-yl [(5-amino-1H-1,2,4-triazol-3-yl)sulfanyl]acetate",7SV2,product,INHIBITOR,HIGH,B,True,False,substrate_product_confusion,False,,Azamulin. Original class 'product' changed to INHIBITOR. Notes confirm inhibitor. Pleuromutilin derivative acting as CYP3A inhibitor.
