record_id,chunk_id,uniprot_id,enzyme_name,ligand_name,pdb_id,original_class,verified_class,final_class,classification_changed,confidence,evidence_level,consensus,needs_human_review,reasoning
REC_0045,01,,CYP153A (fatty acid hydroxylase),LAURIC ACID,9IXL,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini+Codex均确认为底物。与任务02分类一致。
REC_0046,01,,CYP134A1 (S. aureus),"(3S,6S)-3,6-bis(2-methylpropyl)piperazine-2,5-dione",7OW9,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini+Codex(无Fe-N配位)均确认为底物。与任务02分类一致。
REC_0047,01,,CYP134A1 (S. aureus),NITRATE ION,7OW9,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,Gemini+Codex均确认为缓冲液，非底物。与任务02分类一致。
REC_0048,01,,CYP134A1 (S. aureus),"6-methoxy-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indole",8A8L,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini+Codex(Fe-N=2.38A)均确认为type II抑制剂。与任务02分类一致。
REC_0049,01,,CYP134A1 (S. aureus),1H-indol-3-ylmethanamine,8A91,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini+Codex(Fe-N=2.13A)均确认为type II抑制剂。与任务02分类一致。
REC_0050,01,,CYP134A1 (S. aureus),"2,3,4,9-tetrahydro-1~{H}-pyrido[3,4-b]indole",8AA7,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini+Codex(Fe-N=2.39A)均确认为type II抑制剂。与任务02分类一致。
REC_0051,01,,CYP134A1 (S. aureus),pyridin-3-ylboronic acid,8ADR,unknown,INHIBITOR,INHIBITOR,False,MEDIUM,B,True,False,Gemini+Codex均确认为抑制剂，但Fe-N距离(2.62A)接近边界。置信度MEDIUM。与任务02分类一致。
REC_0052,01,,CYP134A1 (S. aureus),1~{H}-indol-5-ylmethanamine,8AE8,unknown,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini+Codex(Fe-N=2.34A)均确认为type II抑制剂。与任务02分类一致。
REC_0053,01,,GcoA (Amycolatopsis),4-hydroxy-3-methoxybenzaldehyde,5OMR,product,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini+Codex均确认为底物（O-去甲基化）。与任务02分类一致。
REC_0054,01,,GcoA (Amycolatopsis),2-ethoxyphenol,5OMS,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,Gemini+Codex均确认为底物类似物。与任务02分类一致。
REC_0055,01,,P450_A0A4V8GZW5,PROTOPORPHYRIN IX,6G71,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,Gemini+Codex均确认为heme前体，非底物。与任务02分类一致。
REC_0056,01,,P450_A0A5P2W9N6,OCTANOIC ACID (CAPRYLIC ACID),8FZ8,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini+Codex均确认为脂肪酸底物。与任务02分类一致。
REC_0057,01,,P450_A0A657XIU7,Elaidic acid,9RXH,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini+Codex均确认为脂肪酸底物。与任务02分类一致。
REC_0058,02,A0A8I3B027,P450 NASF5053 (DKP dimerase),"(3S,8aS)-3-(1H-indol-3-ylmethyl)hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",6VXV,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,"Gemini confirms Cyclo-L-Trp-L-Pro is substrate for DKP dimerase (PDB evidence). Codex shows active-site binding without Fe-N coordination (Fe-N=5.44A), consistent with substrate positioning for oxidation. Both agree on SUBSTRATE classification."
REC_0059,02,A0A8I3B027,P450 NASF5053 (DKP dimerase),BROMIDE ION,6W0S,substrate,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,"Gemini found no literature evidence. Codex confirms bromide is crystallization artifact (Fe-Br=22.80A, surface site). Original PDB class 'substrate' was incorrect. EXCLUDE is correct classification."
REC_0060,02,A0A8I3B027,P450 NASF5053 (DKP dimerase),"(3~{S},8~{a}~{S})-3-[(4-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",8HNY,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,"Gemini literature indicates NasF accepts fluorinated DKP substrates. Codex confirms active-site binding without Fe-N coordination (Fe-N=8.28A), DKP monomer positioning consistent with substrate. Both support SUBSTRATE classification."
REC_0061,02,A0A8I3B027,P450 NASF5053 (DKP dimerase),"(3~{S},8~{a}~{S})-3-[(5-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",8HNZ,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,"Gemini indicates NzeB accepts cyclo-Trp-Pro substrates. Codex confirms active-site binding without Fe-N coordination (Fe-N=5.06A), DKP monomers positioning consistent with fluorinated substrate analog. Both support SUBSTRATE classification."
REC_0062,02,A0A8I3B027,P450 NASF5053 (DKP dimerase),"(3~{S},8~{a}~{S})-3-[(7-fluoranyl-1~{H}-indol-3-yl)methyl]-2,3,6,7,8,8~{a}-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",8HO0,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,B,True,False,"Gemini indicates NasF5053 accepts DKP substrates. Codex confirms active-site binding without Fe-N coordination (Fe-N=7.93A), DKP monomer consistent with fluorinated substrate analog. Both support SUBSTRATE classification."
REC_0063,02,A0A8I3B043,NzeB (DKP dimerase),"(3S,6S)-3,6-bis[(1H-indol-3-yl)methyl]piperazine-2,5-dione",6XAK,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini literature (PMID:28596307) confirms Cyclo-Trp-Trp is substrate for NzeB. Codex structural analysis (Fe-N=5.61A, active-site binding) supports substrate classification. Both agree on SUBSTRATE."
REC_0064,02,A0A8I3B043,NzeB (DKP dimerase),"(3S,6S)-3-[(1H-indol-3-yl)methyl]-6-(propan-2-yl)piperazine-2,5-dione",6XAL,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini literature (PMID:33625545) confirms Cyclo-Trp-Val is substrate for NzeB. Codex structural analysis (Fe-N=5.59A, active-site binding) supports substrate classification. Both agree on SUBSTRATE."
REC_0065,02,A0A8I3B043,NzeB (DKP dimerase),"(3S,6S)-3-ethyl-6-[(1H-indol-3-yl)methyl]piperazine-2,5-dione",6XAM,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (PMID:33625545) and Codex (Fe-N=5.44A, active-site) both confirm SUBSTRATE."
REC_0066,02,A0A8I3B043,NzeB (DKP dimerase),"(3S,8aS)-3-(1H-indol-3-ylmethyl)hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",7S3T,unknown,SUBSTRATE,SUBSTRATE,False,MEDIUM,B,False,False,"CONFLICT: Gemini claims EXCLUDE but contradicts REC_0058 (same Cyclo-Trp-Pro confirmed as SUBSTRATE). Codex structure supports SUBSTRATE (Fe-N=5.41A, active-site binding). Cyclo-Trp-Pro is known NzeB natural substrate. Adopting SUBSTRATE based on Codex + historical evidence, but flagging for human review due to Gemini inconsistency."
REC_0067,02,A0AA82WPC6,CYP134A1-like (Staphylococcus),4-PHENYL-1H-IMIDAZOLE,8ABO,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini (PMID:20152846) and Codex (Fe-N=2.04A) both confirm INHIBITOR. Classic type-II azole inhibitor binding.
REC_0068,02,A0AA82WPC6,CYP134A1-like (Staphylococcus),NITRATE ION,8ABO,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,Gemini and Codex both confirm EXCLUDE. Nitrate ion is crystallization artifact (Fe-NO3=25.77A).
REC_0069,02,A0AAJ6N6I0,CftA (polyene macrolide hydroxylase),"(1Z,3E,5S,7R,8R,10R,11R,12S,15R,16S,18Z,25S)-11-ethyl-2-hydroxy-10-methyl-21,26-diazapentacyclo[23.2.1.05,16.07,15.08,12]octacosa-1(2),3,13,18-tetraene-20,27,28-trione",8JNP,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (Kd=0.6-1.5uM, PMID:38865662) and Codex (Fe=3.81A, active-site) both confirm SUBSTRATE."
REC_0070,02,A0AAJ6N6I0,CftA (polyene macrolide hydroxylase),"(1Z,3E,5E,7S,8R,10S,11R,13R,15R,16E,18E,25S)-11-ethyl-2,7-dihydroxy-10-methyl-21,26-diazatetracyclo[23.2.1.09,13.08,15]octacosa-1(2),3,5,16,18-pentaene-20,27,28-trione",8JNQ,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (PMID:38865662) and Codex (Fe=4.13A, active-site) both confirm SUBSTRATE."
REC_0071,02,A0AAX7FLX8,SyoA (lignin O-demethylase),"2,6-dimethoxyphenol",8U19,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini (PMID:33620938) and Codex (Fe=3.59A) both confirm SUBSTRATE.
REC_0072,02,A0AAX7FLX8,SyoA (lignin O-demethylase),NITRATE ION,8U1I,unknown,EXCLUDE,EXCLUDE,False,HIGH,A,True,False,Gemini and Codex both confirm EXCLUDE. Nitrate is buffer ion (Fe=19.69A).
REC_0073,02,A0AAX7FLX8,SyoA (lignin O-demethylase),"2,6-dimethoxy-4-methylphenol",8U1I,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,Gemini (PMID:33620938) and Codex (Fe=3.64A) both confirm SUBSTRATE.
REC_0074,02,A0PUV7,P450_A0PUV7,"(8ALPHA,9BETA)-CHOLEST-4-EN-3-ONE",7SH5,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (Kd=0.5uM, PMID:21948834) and Codex (Fe=4.06A) both confirm SUBSTRATE."
REC_0075,02,A0R4Q6,CYP142 (M. smegmatis sterol metabolism),"(8ALPHA,9BETA)-CHOLEST-4-EN-3-ONE",2YOO,unknown,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (Kd=0.5uM, PMID:21948834) and Codex (Fe=3.94A) both confirm SUBSTRATE."
REC_0076,02,A0R4Q6,CYP142 (M. smegmatis sterol metabolism),CHOLEST-5-EN-3-YL HYDROGEN SULFATE,4TRI,substrate,SUBSTRATE,SUBSTRATE,False,HIGH,A,True,False,"Gemini (Kd=2.4uM, PMID:24754425) and Codex (Fe=4.23A) both confirm SUBSTRATE."
REC_0077,02,A0R5U2,CYP164A2 (M. smegmatis),DODECANE,3R9B,unknown,EXCLUDE,EXCLUDE,False,MEDIUM,B,False,False,"CONFLICT: Gemini (PMID:21990367) indicates CYP164A2 does NOT hydroxylate alkanes, restricted active site. Codex shows Fe=3.50A proximity. Likely adventitious binding. Adopting EXCLUDE based on literature, but flagging for review due to structural proximity."
REC_0078,02,A0R5U2,CYP164A2 (M. smegmatis),"1-[(2R)-2-[(4-chlorobenzyl)oxy]-2-(2,4-dichlorophenyl)ethyl]-1H-imidazole",3R9C,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini (Kd=1.2-2.5uM, PMID:21990367) and Codex (Fe-N=2.11A) both confirm INHIBITOR."
REC_0079,02,A1TY82,P450_A1TY82,12-HYDROXYDODECANOIC ACID,5FYG,unknown,PRODUCT,PRODUCT,False,HIGH,A,True,False,Gemini (PMID:16610260) and Codex both confirm PRODUCT. 12-hydroxydodecanoic acid is hydroxylation product.
REC_0080,02,A6ZSR0,CYP51 (S. cerevisiae),POSACONAZOLE,4ZE1,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,"Gemini (IC50=0.03-0.12uM, PMID:19542283) and Codex (Fe-N=2.12A) both confirm INHIBITOR."
REC_0081,02,A6ZSR0,CYP51 (S. cerevisiae),"(3~{S})-1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",5EAB,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.34A) both confirm INHIBITOR. Triazole antifungal.
REC_0082,02,A6ZSR0,CYP51 (S. cerevisiae),"(3~{R})-1-(4-chlorophenyl)-4,4-dimethyl-3-(1,2,4-triazol-1-ylmethyl)pentan-3-ol",5EAC,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.13A) both confirm INHIBITOR.
REC_0083,02,A6ZSR0,CYP51 (S. cerevisiae),"(2~{S})-2-(1-chloranylcyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",5EAD,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.22A) both confirm INHIBITOR.
REC_0084,02,A6ZSR0,CYP51 (S. cerevisiae),"(2~{R})-2-(1-chloranylcyclopropyl)-1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)propan-2-ol",5EAE,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.27A) both confirm INHIBITOR.
REC_0085,02,A6ZSR0,CYP51 (S. cerevisiae),"3-(2,4-dichlorophenyl)-6-fluoranyl-2-(1,2,4-triazol-1-yl)quinazolin-4-one",5EAF,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.21A) both confirm INHIBITOR.
REC_0086,02,A6ZSR0,CYP51 (S. cerevisiae),Prochloraz,5EAG,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.45A) both confirm INHIBITOR.
REC_0087,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{S},4~{S})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.00A) both confirm INHIBITOR. Triazole dioxolane derivative.
REC_0088,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{R},4~{S})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.00A) both confirm INHIBITOR. Dioxolane stereoisomer.
REC_0089,02,A6ZSR0,CYP51 (S. cerevisiae),"1-[[(2~{R},4~{R})-2-[2-chloranyl-4-(4-chloranylphenoxy)phenyl]-4-methyl-1,3-dioxolan-2-yl]methyl]-1,2,4-triazole",5EAH,inhibitor,INHIBITOR,INHIBITOR,False,HIGH,A,True,False,Gemini and Codex (Fe-N=2.00A) both confirm INHIBITOR. Dioxolane stereoisomer.
